emotion,content
neutral,is slowly gettin more followers  vry slowly
neutral,bruxels - 12:02 at home... really tired... end the song
happy,Is listening to Prima j - rockstar so dang catchyy
neutral,http://bit.ly/s7hQe   Translate XMind to your language.
happy,"Picked up a Jesse Lacey/Kevin Devine/Grace Read bootleg off the net from their acoustic tour, it's really good"
sad,even when we're miles and miles apart; you're still holding all of my heart    4 days until jonas brothers 3d concert experience w/candice
amazed,"@DrRus You too, Rus!"
neutral,eating breakfast and drinking coffe - strong coffe!
happy,@miraihl Sounds like you're in for a great day!  Enjoy
happy,"off to westend now, enjoying the sun."
amazed,@Hatz94Music HAPPY MOTHERS DAY!  Tell ur mom that's she an awesome madre &amp; such a great example to the Archuleta familia!!
neutral,@TheWineVault oh I know. and I aprreciate it  it can be my back up plan
happy,Good morning Tweeple of the sun! What you all up to?
happy,happy mothers day to all the yummy mummies on twitter
happy,OK. Done with Sunday morning findings. Time to enjoy the sunny day
happy,Up at 6am on Sunday... Going to meet my mom for breakfast at the beach!
amazed,? American Pie FOREVER. I'm watching it right now. They're running naked around on the Streets! Would you do that? I would  [ NOT ]
happy,"@Orli @Snapily you are now famous in Houston, take a look  http://is.gd/ysAh"
amazed,@SerbIaNGoDdesS Hmm Ok next time i see you il just get you to explain to me the whole process  haha
happy,Good Morning Everyone
sad,2 days after #all4web ...i'm still tired
neutral,@giblahoj how sweet
happy,Enjoyed the new Star Trek movie last night.  I want to see it again!    Up and ready to work... on SUNDAY!  BLAH!
happy,Senior ball was hella fun!!!  good night!!!
neutral,Hey hey get tickets to ALL TIME LOW when they're in Aussie kay. www.myspace.com/destroyalllines Yup. Go there get tickets
neutral,Good morning... Iï¿½m soooo tierd
neutral,"#DuckRaces in the bath don't quite work  Especially if you have no ducks! Only a polar bear,a seal &amp; a whale."
neutral,"It's 5:03 in the morning.. I think it's time I went to bed. - so, goodnight everyone  http://tumblr.com/xaj1qz8v3"
amazed,@Patty_B You didn't see everyone going on about it on Facebook about 3 months ago?
happy,@danielradcliffe Nice to see you tweeting!  It's Sunday 10th May and we're celebrating Mother's Day here today. So be nice to yer Mom
happy,Just got home from another wonderful night
happy,@devyra haha i love both of them too  hmm.. lol i'm in need of some good bands too
neutral,"Well, for java atleast  Im still working on my php solution"
happy,just made a South-Korean email pal. Happy!
happy,Happy mother's day to all moms!
happy,"Nighty night, ya'll!    Tweet Dreams!"
happy,@snarkattack kicking it incredibly old-schoolï¿½ I whole-heartedly approved
sad,"@MiaLotta why do u feel shit? Nerves? I tripped over that plastic telescope at 6:40 am yesty, I fell into the wall my head still hurts"
neutral,Off the a village May Fayre now.  Bag packed ready to bring back home-made goodies.
happy,Good Morning! Looking Forward To Listening To THE PRODIGY On Radio 1 Big Weekend.  Brought Their Album Yesterday!! =P AMAIZE Tbqh. x
sad,Forgive me good lord for this time I /knew/ wat am I doing.. Except the mighty oracle just didn't *&amp;@#ing care to fully support UnixODBC.
happy,good morning  finally a day of sunshine for my summer hol!  away to watch the footie in the sun  x
happy,in Singapore! its so warm over here! Having a blast already
neutral,just typing this message
neutral,Fish and chips for din dins
happy,Hello everyone im just sitting here rocking out to 9412 sam on the air The best classic rock station on twitter here
happy,"@LeoWolfe Haha! Night man, and no, but Im sure I'll meet her again in my lifetime, in fact I will...no doubt about it."
neutral,is working hard or maybe thats hardly working
happy,support @jessicastrust trust and honor all your moms!  support #matternal health. happy moms day:  http://bit.ly/Bpekk
happy,Just like the old days  drinkin at the old spot .
happy,"@cydonian why? i enjoy fancy meals on my own smtimes, thr's joy in solitude, u can REALLY enjoy the food &amp; it's lk a date with the world"
neutral,okay okay sleep for realz now! Goodnight!  ::waves to followers::
neutral,@tommk tell your friends to tie you to the railing. I expect a tweet tomorrow about headaches and feeling tired
amazed,William@sharon_williams I have the mike and everything if that is what you mean  This is all so new to me lol
happy,@beautyholic woohoooo ;) to BOTH! retail therapy and surprise visits  two things i love.
neutral,Just woke from the longest sleep in months-so nice! Now to get some work done so i'm prepped for next wk &amp; free for K coming home tonight
happy,http://twitpic.com/4wt8a - pretty damn good friday night
neutral,@theroundup I'll be sure to
sad,Today I'm lonley girl with a guitar
happy,Just got home from another amazing night
happy,Gloomy day can't stop my bliss.  I hope Ronaldo will score in derby match today.
happy,@wow_its_sarah Congrats Sarah!!!!! thats awsum
neutral,"yay, short stack episode 20 is being recorded on tuesday"
neutral,"@_ado I don't think it's still that one  I've had this one for about six years though, so with Moore's law taken into account..."
neutral,#SanctuarySunday don't forget to post on the forums and FB about our mission success!!
happy,ok peeps have good morning I'm going to bed   @ClickedApps hit me up later
neutral,"@SarahJacinta Hehe, you're an expert now eh?"
happy,@11hunabku11 Swine Flu victims unite  http://oinkflu.info
happy,@dahntay OMG that dunk on Dampier was MASSIVE! Big ups!!! Love it...
happy,partying in the study room
neutral,@dark_jayy It might hav to cost u a History essay.
amazed,@LydiaStack yeah exactly the fans overpower the haters anyday u know wat do wat u wnt i dnt even care anymore i know the truth about them
happy,On the way to see my grandparents
happy,"@RobM67 I just retweeted your jesus post as it made me laugh... don't worry, wasn't a subliminal code"
happy,"Just taking my dad in law for a Sunday stroll down Old Leigh  a beautiful morning, say Hi to Morris LOL  http://twitpic.com/4wt8k"
neutral,"blogging, cleaning and chatting while listening to phoenixfm"
neutral,just woke up
amazed,is hopeful!
neutral,@TheWineVault thanks. but it IS seriuosly my back up plan
happy,Hurray for old friends with beer and lady friends!!!!
happy,hope schools gonna be good tomorrow
neutral,"@gracepearl Oh I forgot to say, if u want anymore friends on xbox send me a friend request. G11Y if u want a friendly game sometime"
happy,@BrookeAmanda YEP  it'll be awesome to the max =] haha
happy,Went to a Muslim marriage for the first time in my life. Came back with my stomach full of tasty briyani. Really like it very much.
neutral,Playing logical gates games with Charles on : http://tinyurl.com/6jwjmy  Charles took less than 5 mn to make a light bulb flicker
sad,@sassij Or he's gonna chop you up into tiny bits - one of the two
neutral,off to the family party
neutral,directing a theatre play
neutral,@andrewschof hows u? lovely day here!
amazed,Me just sign up Twitter...
happy,@paigeebaby hahahah lols you have fun with that aye  i had the div too ) the experience but i love my spongebob ) (L)
neutral,@Topify just for a little while.. to get an impression of how twitter-copy-topify
amazed,@katieinthehat The one and the same! Should be a good gig
happy,"Hey, hey, happy mother's day!  http://plurk.com/p/svwii"
neutral,@andyclemmensen whens the sway sway winner announced?
happy,"Yummy, 2 tacos at Jack In the Box"
happy,@quicheismadness  thanks for following!  pretty complicated id you have there lol
happy,Great exercise for a Sunday morning: &quot;stopping the wheel of karma&quot; (R.A.W.) and transforming negativity into love... Life!
happy,"@howie_d  I'm really happy for u n leigh  thnx for sharing this happiness with us, this means the world to us all!  love ya! Marta"
neutral,"@RoryCoaster btw, do you realize your profile pic makes you look much older than you say you are?"
happy,"Up,dressed, and out the house for 11 am on a Sunday. Off to see the fishy fishys"
neutral,Bonjour Twitterland !
neutral,Happy Mothers Day to Heidi Klum
neutral,"@nocas jï¿½ estou a ver que sim  , aqui - http://en.wikipedia.org/wiki/Mother's_day#Dates_around_the_world"
happy,Happy Mother's Day
amazed,Just got home  interesting night
neutral,@FM1079Oxford A 25 year old zebra with wind? Lol
neutral,@LittleMissHaya i make them good girls go bad
happy,Good morning to the world. Hope everyone is ok
neutral,@itsleish That it does  just wish more people would notice it
happy,Lan Poker is so much fun!!!!  Someone help me remember ki compre chal raha hai abhi!!!!
neutral,@heycassadee oh.. tnx for following cass.
neutral,@sandy195850 Bit of sunshine out there and it perks us all up  Especially when you have a mountain of towels to wash and get dry!
happy,@Elliot79 I don't think I can bear such cuteness this early in the day! Kudos to Fair Empress
neutral,http://ping.fm/2UrGP (MPAA shows how to videorecord a TV)    via @Despil
amazed,@alancarolino whaaaat?! New section to La Cantera?? That has #UrbanOutfitters?! OH MAN I'm stoked to get back to Texas
happy,has just discovered a great site!
neutral,@VogueChic http://tinyurl.com/64ozr7 :: from Ate Kaila Ocampo  of the.rainbowholic.me&amp;&amp;eerie-silence.net
neutral,test test from the LG enV2
neutral,reconnecting with amadeus and friends
neutral,@ilan_peer you ll soon be back  just replace topify email in twitter settings and that s all
happy,it's nice to see my #euruko pictures (http://twurl.cc/xd1) on the big screen during a conference break
happy,"I'm eating and chatting on my computer.. Really bored! -_- I think I'm going to have some tea, HAHA.  Listning to 80's music! WOOHO &lt;3"
neutral,"@abaggy Yeah, I was always embedded staff.  I recognize your name from emails."
happy,@vixx1983 haha so the whole worlds there then lol
neutral,just made 3 videos
amazed,"home from STING..crunk (of course)..long ass day N nite..also, visited my boy Rob V..all is good..happy mother's day!!..word to yo mutha"
sad,@Malarkey ok point taken.  I'll tell my team to stop our cynical championing of standards. Active-X is far better anyway
happy,"On the home stretch now, by Friday night I'll be piss drunk and finished my exams!"
sad,unfortunately people at work let me down so I am now having a bad morning! it's official... but revenge is a dish best served cold
happy,"@_anh Hmm, tasty!  Going to have curry rice with peas probably. ;)"
happy,"alright, rawknroll.net live on radio23.org - next 2 hours of vivid spring to summer music  rawk on and enjoy!"
neutral,"@jishanvn yï¿½n tï¿½m, sang n?m s? th?y ti?t m?c Tr?n tinh twitter tr? l?i Lï¿½ Thï¿½ng , Th?ch Sanh nh? lï¿½m quiz mï¿½ c??i ???c cï¿½ng chï¿½a"
neutral,"@sohamdas I agree - they will start - and I forgot, all that news is HT @sohamdas"
happy,Just found out I'll be a Food Engineer in a future life. Cool. *iPhone app called Afterlife
happy,going shopping with my mammyy.... my makeup and face are being generally quite nice to me today
neutral,@courtpet hmmm no but I am member of knitterati.com.au what is ravelry offer?
happy,likes heavenly blushhhh
happy,@SherriEShepherd Hey Sherri! Thanx 4 da messages Wondering if u could follow me? Plzzzz
happy,"@f2point4 oh, that is very nice!! I will do something nice next week ~ going to Madrid next weekend for few days"
happy,@rudedoodle thankyou
neutral,@PaulDuxbury Morning Paul  How are you?
neutral,got one because of my babygirl
neutral,@richa_august84 I think Chrony meant an ape called TR Rajendran. Not Russell Peters.
happy,Almost ready to leave the house to head to WTHR!
amazed,Off to go B&amp;Q for new outdoor furniture
neutral,"@everyonesmad but its pretty at least, I think I need to catch some sleep soon though"
happy,"Good morning, to all the mommies happy mothers day.  Now I am off the pull the cats tail.  I know she likes it"
happy,@AndreaKoeln I listen it right now - so much fun!!!  No I just have to get it somehow
sad,Just came home from my sister where I spent the night
neutral,@veeekay07 haha wats this about?
neutral,revision...what fun...still I have thursday to do basically nothing
happy,@itsonlywords You're welcome!
neutral,"Here's a link to Gregg's performace, its amazing  http://bit.ly/GsWrk"
happy,finally home  crazy party 2nite! thanks @jacksterlope 4 driving me home!
amazed,@bradiewebbstack Bradiee  may I ask why your picture is a cat?? haha ily xx
neutral,"@sophiaalmeida lol thanks, I really needed a reminder that I'm an old hag mom lol"
happy,is very shocked and feeling sick... but happy all the same
neutral,Watching John Edward Cross Country
neutral,@Tom_El_Rumi I just do English with them. Half my conversation is in English anyway - fii mushkila ma'a al modem wa al router
happy,like why the fuck am i still up...maybe because im drunk as hell and had a great time tonight..shit was crazy
neutral,@bearboyph69 just got home lng.
happy,I wish  I could choose what bands played trash on june 20th...hmmm!!!
amazed,Happy Mother's Day to all the American mamas!
neutral,Time to play the drums
neutral,@nicktionary by the way...i got D.T
amazed,meet the robbinsons! best movie ever
amazed,@__Parasite__ haha im always turned off by coontails...so it kinda kills me XD i like the spikes though
happy,My Rishloves make me smile: @rishlooband ...
neutral,On the bus.. Yay six flags
amazed,@_sarahwilson_ Absolutely love your hair and outfit in tonight's ep
neutral,off to liverpool now!
neutral,sport-day with charlotte
happy,@ROAR_Fear_Me Doing very well thank you very much - spending a lot of time behind the PC but with a focus and determination
sad,@simbaaa @mahimaaa SORRY! I couldn't help it. 'Twas to try and get if on the trending topics.
happy,Hoedown throwdown- all I can say is... I'm getting there!
amazed,had an amazing time dancing to DJ Dan at Ruby Skye tonight. And I'm still looking for that roommate in SF if you know anybody!
neutral,"@wendy_fred6 I haven't canceled my account yet and I haven't logged in since november I think, maybe I Should  My main was a rogue, lvl73"
neutral,"@khtemplar is my son - he gets my vote today coz he has grown into a loving, caring 'soul-full' man - who loves his mum"
neutral,sleep all day then back at work for another 12 hours of psych nursing
amazed,@duskyblueskies I am pretty sure that's the sort if tweeting that will lose followers. But stuff it- it was well worth it
amazed,Awake. And my head hurts. Which probably means last night was a good one
neutral,Loads of little jobs to do today.  Going to be playing walking themed music today from BrickMan
happy,Good morning! Driving to work
neutral,Getting the JBA out
neutral,"@marshawrites Yes, you should write an article."
neutral,@murrion nope.. sliverlight is client a side tech
happy,Good morning everybody !!
happy,@decadentdecay Chica! Two more days!  I want the US Elle too.
happy,"@LucyKD lmao, im only joking mate"
neutral,watching the simpsons
happy,"Oh, I've just watched the third episode of JONAS, it's awesome."
neutral,@dafyddhumphreys I don't see why not
neutral,"@Sarcasmoo ... Waited for the band before the Singapore show, met Chris M and got tickets... Nothing you don't know!"
neutral,"@jakolien hee hee - btw thanks for your LinkedIn tips - i've still to use them, but thanks in advance"
neutral,Really good night
happy,Off to have a sumptuous Mexican meal!
happy,@davidleibrandt good to know you had fun
neutral,When spelling is important.  http://bit.ly/jdk0Z
amazed,@jmlares Awake. Suprisingly. Couldn't get to sleep last night so gave up and pulled an all-nighter.  How are you?
sad,@courtpet oh sweet! I'll definitely check it out when I get the chance...
neutral,is having carbonara for dinner made by my mum mom
amazed,@vanwau Ooh really?!! Well you know you're always welcome!!
neutral,happy mothers day
neutral,happy mother's day to all your mom's
neutral,"@polaroidsof182 okay cool  we can have like, a camool zoo"
sad,if you hit a car .. u should leave a note http://bit.ly/P274B  but yea put whatever u want on the note
neutral,@dotnetcowboy Thanks ! even though I'm just 'mother' of our cat
amazed,"Methinks it's time to read A Doll's House + Streetcar and get some quotes, and then PHYSICS!"
happy,early morning golf on a sunny day
happy,@ManBag79 awww I love me some charlies  we are enjoying some lucky food LOL
happy,couldn't resist ? http://blip.fm/~5z7v3
neutral,"@sherenejose : Yes, that's what I was implying. Was a bit too subtle, as usual, I suppose."
neutral,@hottieann2145 you live in AJ me too
happy,Happy Mothers Day!!!!
happy,"&quot;Viewers of my LinkedIn profiel also viewed Barack Obama, Francisco van Jole and Erwin Blom.&quot; I'm in good company."
neutral,"Just FYI, there is also turkish star wars rip off  here http://bit.ly/AeSnk"
sad,"Rove Live in 3 mins, kinda excited."
happy,"@MissxMarisa hahaha, it's *massive* compared to the others!! you're so sweet Scenie"
neutral,"@RacoonResidue (But they're the awesome quotes, not the corney ones!  )P"
neutral,"@Pierrino yes DON'T FORGET the koala pics   I'm pubquizzing tonight in the 11e if you're back in time. Sinon, mardi?"
happy,"@Swedish_em I'm ok I guess. talking to - biiip - right now, or..on sms. haha well, how are you?"
happy,@Nemitabbah HAHAHAHA...yeah you mess up that crossing and kneeling bit you will get called out...JOKING
neutral,@RainyCityLove I like that  Tehe x
happy,@moodleman somehow I am going to have to figure out how to come to Sydney one day
neutral,Today is FREE day of speaking.. I am at the office handling some business issues
amazed,@bowrainbow at Le mont's door ..it's closed maybe they are too rich  passed pairung as well
sad,@iamhenrymorgan my screen is covered with BLUR ...  how's ya day been kiddo ?
happy,"@MandyBookLover Same here, having a nice, quiet Sunday"
neutral,"@monkeyknopfler you're welcome, on the road today so will save those games til next week... Cant wait"
neutral,@moeneekah i hope he does ; join @dailybooth and you'll find one
sad,shower time
neutral,@viters the hotel should be thankful
happy,"Had a great night, ashleigh makes a good dance teacher  And we kicked Bens butt at a pillow fight!"
happy,"ahh, juz got a new Rapidshare account that lasts till Oct 09. 10gb download limit daily"
neutral,@firequinito OT! OT! OT!
neutral,"is mixing Techno, Progressive and Tance with Ableton Live for Ben Vapid's birthday  #Ableton"
neutral,@BenchmarkIT does clapping bring them back to life?
happy,"Enjoying a great buffet brunch at Friends &amp; Bachus on St. Marks Road. The food, service &amp; ambience get a 4.0/5.0 Definitely coming back"
happy,yeah .... just bought tickets for Pearl Jam in August
amazed,"@Lindsayslifee goodmornin  as soon as i saw ur pic, it reminded me how embarresing it was yesterday. with oliver&amp;peter. it was fun tho xD"
neutral,@lectronice yes indeed                                                                                               here I am again
neutral,"To all moms out there, Happy mothers day!!"
amazed,Is eating BBQ Jalapeno Torta Subway from Los Chaparros right next door..
neutral,@sarasso619 i'll have to be more creative in choosing my next alias.  Adding the N to the front obviously was not stealthy enought.
neutral,@cherylelapitan Should be a good one even w/o #Yao in the middle. Expect the #Rockets to play #Kobe hard. Nothing the mamba can't handle.
happy,"@urfavoritegrl i'm sure you're sleeping, but you'll have to tell me your favorite part tomorrow. i laughed pretty much the whole time."
neutral,@hmigroupllc
neutral,@lukemarsden aww bless  you guys are so cute.. are you still in touch with any of the other BB contestants? xxoo
amazed,i had a new friend who called himself shame.
neutral,@AmericanYard g'mornin lolz more like g'nite 2 me-I'm JUST gettin home from work. &amp; yes ur label or agent/mngr
amazed,@tferriss That's very funny.  Cute kids.
neutral,@DoctorWatsonSx Morning
neutral,band practice
amazed,@hihat7 Go to main settings page for iPhone and scroll down - you will see it
happy,Happy Mothers Day to all my fellow mums - have a great day - mine will be spent in my garden with all of my family
happy,@andrew1913 theme tune? Your robin I'm BATMAN!
angry,@johncmayer you are one of my favorite musicians/artists ever!! Please keep up the great work John
happy,@pretentiousgit what a cute dog
happy,try to play John Travolta's &quot;Grease Lightning&quot; bassline.. it's cool
happy,@hollymcombsbr somehow i cant reply to your message LOL and yes i know  Thank youuu
happy,our south style exhibition is on in less than a week  member fresh gallery otara!
happy,Did it!!  back in pakistan! - http://bkite.com/07kBP
happy,@chriscuzzy ...Now I'm going back to bed. LOL. Enjoy your time at the gym. I'll be sleeping.
happy,@HelloLizzi oh hahah thats ok then
neutral,Off to bed .. Nighty night everyone
happy,hmm icecream for breakfast  #springtime
happy,"I say &quot;oh man..&quot; jovani asks, &quot;did you just call me an old man?&quot; haha"
neutral,Did it!!  back in pakistan! - http://bkite.com/07kBR
happy,@jordanknight Please wish your wife Evelyn a Happy Mother's Day for me and tell her I hope that she has a wonderful day. Spoil her today.
happy,"@rehabc give him a gift voucher for something like shoppers' stop or something. that's as good as cash. unless he's immigrating, that is!"
neutral,@erezmizrachi @mominisrael thanks
happy,We have tons of updates including pics of Rob from yesterday. Check them out  www.robsessedpattinson.com
amazed,@Beautiful515  thats awesome!
neutral,finishing session handbooks - Just Health and Safety and Manageing Discipline and Grievance to add!!
amazed,glad I wore my black rats and a flowy shirt im so full from my dozen mixed oystsers seafood platter and death by chocolate
neutral,@LJRICH hello - as requested
happy,morning darlin' @DaHilster Hope you're feelin' tip-top  ? http://blip.fm/~5z7zs
neutral,@masterballerina yess  you?
happy,http://pic.gd/fad84c One Sunday night at Helsinki. We hadn't drink anything... xD yeah RIGHT!
happy,@xo_nessa Hiyaaa hannah asked me if i wanted to come to Girls Aloud  i wil see if i can skank some money somwhere is it ï¿½33 you need?
neutral,@robluketic Hey Mr Luketic! I don't have your number to send by phone.  You can email me at heathfox@heathfox.com if that would be ok.
neutral,@jessiealeea lol.well.hope you find someone to give you a massage  wish i could but i'm half a world away lol
happy,"@Vitriol_: &quot;@lordmitchnz  Good evening, kind sir *bows*&quot; ? http://blip.fm/~5z7zv"
happy,"@cybercabz i'll take a lookie, sound great"
neutral,Crawling into my den for the night now.
neutral,"Top 20 ways to go green! http://tinyurl.com/otjttu - this is pretty helpful, and kinda cool actually"
amazed,just found out that i'm a robot
happy,@aussieboby i like it    #masterchef
happy,"@sevenspiral no worries, good news are good to spread"
amazed,Just read a book called &quot;Gamer Girl&quot; and it wasn't too bad.
happy,morning im up and ready weeee its a sunday
happy,@therealjspace *bows* glad to be of service
neutral,@craving4sweets Happy hot mamas day!
happy,happy mothers day to all moms out there!!
happy,Just finished my 1st new song !!!  Soon on Youtube !  Keeping you updated !
neutral,@WilHarris http://tinyurl.com/q3u32x isn't that the podcasting gear you got in for bit-tech?
neutral,Off to revise for a bit back soon
happy,Hahahahaha i rember when i riped that william picture out of one of claires mags. I beated zoe to it
happy,@freshypanda haha drunk golf sounds *awesome*!! i predict a great score for today
neutral,Good birding trip within 7 days with 5 Pitta and Bornean Bristlehead
happy,"@headgeek666 watched the standard dvd 3d version, no blu in UK yet, 3d effect was best I have seen on home system yet, titties in 3d"
neutral,got an RE exam on Tuesday. Wish me luck / pray for me? Thank you.  xxx
happy,"did ice skating last show part this morning. Mozart. awesome, can't wait to do it Friday and saturday. love U all"
neutral,@Krysss I invite you
neutral,all in a days' nasism
neutral,@RedMummy Good Morning  Hows u ?
neutral,@toreo that's cuz you're cruising the twitter #nightshift now
happy,@Lindsayslifee they look nice atleast  haha. &lt;3
neutral,"@Linniesuniverse Lucien Kerk, one of our church vocalists"
neutral,@maryk3lly sure i willl ....
happy,On twikini while enjoying the sun
neutral,"@lickmycupcakes specifically, like these  http://i36.tinypic.com/mwz6uo.jpg (also i adore this outfit http://tinyurl.com/q63obq yum)"
amazed,@DebbieFletcher If you come to a gig in Dublin you can be my dancing partner.  whatcha think? Hehe xxx
happy,@hottieann2145 nice to meet ya!
amazed,@simonusher a bit too early for me and wanting to have nice lunch too... have a good time
neutral,"....damn articLe, need creativity _isn't it 16:20h already?"
neutral,@BigDaws I know.
happy,"@Tor87 it's an awesome book, can't wait for the film - enjoy and don't be scared  x"
happy,"Hopefully going back to work tomorrow!! tired of having a flu.. Beside, I love working with the children, so fun to play with!!"
happy,@pkollar very heart-warming indeed. I'll be looking forward to that day
neutral,"@sosolid2k peanut :o, cute name  lol get another turtle and call it jelly :p, if i get a pet i'll call it cabbage XD lolol"
amazed,"walking the dog on horseforth park, no hangover on a Sunday morning, yay!!"
neutral,@davidchua i think they only play psp and pokemons.
happy,"@kellieann1 haha hi mum! wow yes, very modern of you. now you just need to get a facebook account! p.s. talk to me by writing @mattcaplin"
neutral,@esmeeworld thanks
happy,Always thinking about to look for a good place to appericiate everyone who supports me on every site I joined
neutral,And Sanath smacks it! Jaya-ho!
happy,Early lunch then getting all dressed up for Amy's confirmation
neutral,good morning tweets
happy,hi @blowmefool thanks for the follow  good luck with your friend? ha
neutral,@priyaflorence I'll say  Even I don't do Dominos anymore - I prefer Pizza Hut's crunchy fresh veggie pizzas
sad,"Off to see the Tinyï¿½s, thinking thoughts about smiles I caught from the radio  and big daft grin all over my face...."
sad,@ElizaPatricia Never met you in person but miss you like hell. That must be your charm...
happy,"Done... with the #run : 14.5km / 1h33mn / 153bpm . Feeling great, no fatigue... and no speed"
neutral,@miguel_n Where can I get some?
sad,Basil will be the highlight of my day. I've just had an old man lecture me on the greatness of the Telegraph. What an idiot
happy,"Had a great weekend with One, hanging with Nick &amp; Brendon, church this morning! Can't believe Loretta won the Mothers Day raffle again!"
happy,"@BryonyCatrin hey hey, some else has twitter!"
neutral,@goebicyu try direct message to me here on twitter
neutral,actually did progressive studying today..
neutral,@AmazingPhil tweet us a story  X
neutral,shopping in Keswick
happy,finished essay. dinner went well me and my brother acted like kids and had spoon fight  then fought over who woould sit in my sisters lap
neutral,@Bettyispretty yes please
happy,Had an amazing night with my favorite lady friend
neutral,0
neutral,a Dutch marketing agency is asking job applicants to apply in 140 characters or less  http://www.energize.nl/twillicitatie/
sad,"my back and legs kill from yesterday and we have a big old leak in the kitchen, looks like staying in pjs all day infront of the tv"
happy,GETTING A PUPPYYY!!!!  What should I name him? I think Romeo is cute.
neutral,@Lastoadri or maybe start your own Arabic teaching podcast?
neutral,@asym Love the unique accordion thief buffs - thank you!
neutral,alright @brainerdbaptist. let's do this
happy,Having a (Y) weekend with Karen. Off to Swansea today
neutral,@EllieJouzdani nothing is going on here is guess
neutral,OMGosh I just saw Hattie wake up! Must be summer when your garden hedgehog comes out of hibernation
happy,@Fooddesigner good luck in the pressure test! don't worry everything will be great  #masterchef
happy,@Reemski Might be a while before I get around to it. Not sure if I will make it flat out in HTML or through WordPress. .. Fun fun fun
neutral,@zionxpress happy mothers day
happy,@sosolid2k turtles and shoes make an awesome couple  if only shoes could talk back to the turtle :p lol
happy,"On way to the wimbledon with @sweezle to watch star trek, IMAX baby"
neutral,"rainy day, i'm getting starving, dream of hot tea with noodle"
neutral,@Robert_Houdin blind faith. Thats a crack-up
neutral,"@Claire_Cordon Morning  done a bit more. I do have 2 weeks to go, but am trying to get most of it done in advance. How's you?"
neutral,@nelsonsito Hi fellow Peruvian
neutral,@randomblonde Sounds like me
happy,i am fucked...damn you lucas at your czech republic beer that tastes like heaven in a bottle!! Your amazing
amazed,Rove  going to be cut short though to wash my hair so I can watch Family Guy and Harpers Island
neutral,@KINGREF thank u dear
neutral,@imkeshav I love flock on ubuntu
neutral,on our way home
neutral,"Goodmorning twitter, oh my gosh, i woke up soooo nice, lol ... oh hai thar twitterverse. Happy #mothersday everybody  (especially mine)"
neutral,Happy Mothers Day to all Mom's
happy,?ang cho con hamster m?p t?p th? d?c b?ng cï¿½ch: b? vï¿½o banh ch?y lï¿½ng vï¿½ng trong phï¿½ng
happy,Off to finish the book &quot;nudge&quot; then going to write some
neutral,@topdeckjess Me thinks the twitter revolution will be a success. Rove is on  Me love @rove1974.
neutral,@PicSeshu there u go
happy,I FOUND A PROM DRESS
happy,@solkana I want to see &quot;Too Fast to Transport in 60 seconds&quot;
neutral,@firequinito 105-all SMB possession 33.4 sec remaining.
neutral,@tieraa places to find you if you're not home- marilyn and seria beach
happy,"Hello all my new followers, there is suddenly a lot of you, so will take a little time to get round to you all"
happy,my head feels sooooooooooo much better
neutral,"@sojanjose4u it's working now,IT'S OKAY!"
amazed,@officialdrake Pfft. FAN THIS *helicopters imaginary penis* ....  HI DRAKE! WELCOME TO THE REAL WORLD!!!
amazed,"@Brandesme No this is not redirects, this is just updating posts on our website massage.dk .. next item =&gt; publish, next item =&gt; pulish"
amazed,@junoluvsu OMG that's right HAHAHA I'm Stupid
happy,@ashleytisdale http://twitpic.com/3a5ho - hahaha ily ashley u'r like the best in the world
neutral,@kennywormald ohh I was so confused!:p I haven't seen it. It's your favourite?
neutral,I think me gettin a physical change
neutral,@marysarahmusic Hey Mary! This Is My Twitter  (Karishmaa1) Luvv Youu ?
neutral,www.myspace.com/fashionisthenextcity  check out and started new tee's  limited edition in different ways !! check facebook group too
happy,@who_the_heck Haha LOL @ the english work they doo in college
happy,@samanthadepanta Doing really well! I will stay here as long as is needed!  So you can definitely come and visit me!! Look forward too ...
neutral,@rustycharm retail paper... Sounds like a plan!!  should probably start so somebody will be awake to answer them...
happy,"@sarahteaa good girl, sarah. now we've got ourselves a club"
neutral,"@terrycafolla I could act in most Buffy eps  I have seen them so many times, but s1 was shaky (apart from eps 1,2,6,7 &amp; 12)"
happy,"Happy Mothers Day to all that are, all that are trying, and all that haven't nailed their teenagers to a tree"
happy,@aphrodaisy Thanks!   I'm making homemade lasagna for my mum today.
neutral,@popstop yeahhhh!
neutral,@walesbirds - great site.  The photos on it are fantastic.  Will be very useful for my visit to Pembroke (inc Skomer) in June
neutral,Yes - before you say it - I know I split a train of thought over three tweets. I think the last time was summer '08. It happens sometimes
neutral,@Remy_Foster
neutral,Twello Foodie Tweets @josepicardo Do you fancy coming up to my house and cooking?  Sounds.. http://tinyurl.com/qz88co
amazed,"18.42 recalling the events of a great wk/end - Star Trek movie is fantastic, Zach Quinto is hot! Study, shopping&amp;dinner, life is perfect"
happy,@SusanCosmos @speakgirl Thx 4 sharing!
neutral,@richard1988 because you saved the frog. I thought I replied to that so it would make sense. so how does twitter work?  gehts abi gut?
amazed,Keep forgetting we only need to revise one topic for the 116 exam! It's a nice surprise every time I remember though
happy,Law week is gonna go the fuck off  SO EXCITED
neutral,"You know when your make late night calls to India team members for more pictures, your struggling with your message.  Thanks @angelac519."
neutral,alot of new pictures tweets  ; some really old some new. check out the new ones if you wish . Tweeeet. http://twitpic.com/4wtyj
neutral,is going out in the rain
